Arrangement,Model,Species_clean,Species_key,Species_MaxSelectionFrequency,Species_MaxTopKSelectionFrequency,Species_SumMeanAbsNonZeroCoef,Species_BestConsensusRank,N_Selected_FeatureTypes,Any_CRC_Associated,Any_Control_Associated,PA_MeanAbsNonZeroCoef,rCLR_MeanAbsNonZeroCoef,PA_SelectionFrequency,rCLR_SelectionFrequency,Dominant_Signal,SpeciesRank,In_Phase3_1_BlockedWilcoxon_rCLR,In_Phase3_2_CMH_PA,In_Phase3_3_MetaAnalysis_rCLR,In_Any_Formal_Phase3,In_2plus_Formal_Phase3,N_Formal_Phase3_Supports,Species_clean_phase35,categories,is_early,is_late,is_progression,is_ordered_increasing,is_ordered_decreasing,best_trend_direction,best_trend_q
OnlyFemale,LASSO_LogisticRegression,Acidaminococcus intestini,acidaminococcus intestini,0.0,0.0,0.0,12,2,False,False,0.0,0.0,0.0,0.0,PA,11,False,False,False,False,False,0,Acidaminococcus intestini,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Adlercreutzia equolifaciens,adlercreutzia equolifaciens,0.0,0.0,0.0,13,2,False,False,0.0,0.0,0.0,0.0,PA,12,False,False,False,False,False,0,Adlercreutzia equolifaciens,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Adlercreutzia equolifaciens 1,adlercreutzia equolifaciens 1,0.0,0.0,0.0,14,2,False,False,0.0,0.0,0.0,0.0,PA,13,False,False,False,False,False,0,Adlercreutzia equolifaciens 1,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Agathobaculum butyriciproducens,agathobaculum butyriciproducens,0.0,0.0,0.0,15,2,False,False,0.0,0.0,0.0,0.0,PA,14,False,False,False,False,False,0,Agathobaculum butyriciproducens,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Akkermansia muciniphila,akkermansia muciniphila,0.0,0.0,0.0,16,2,False,False,0.0,0.0,0.0,0.0,PA,15,False,False,False,False,False,0,Akkermansia muciniphila,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Alistipes finegoldii,alistipes finegoldii,0.0,0.0,0.0,17,2,False,False,0.0,0.0,0.0,0.0,PA,16,False,False,False,False,False,0,Alistipes finegoldii,LATE;ORDERED_INCREASING,False,True,False,True,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Alistipes inops,alistipes inops,0.0,0.0,0.0,18,2,False,False,0.0,0.0,0.0,0.0,PA,17,False,False,False,False,False,0,Alistipes inops,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Alistipes putredinis,alistipes putredinis,0.0,0.0,0.0,19,2,False,False,0.0,0.0,0.0,0.0,PA,18,False,False,False,False,False,0,Alistipes putredinis,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Alistipes shahii,alistipes shahii,0.0,0.0,0.0,20,2,False,False,0.0,0.0,0.0,0.0,PA,19,False,False,False,False,False,0,Alistipes shahii,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Anaerotignum lactatifermentans,anaerotignum lactatifermentans,0.0,0.0,0.0,23,2,False,False,0.0,0.0,0.0,0.0,PA,20,False,False,False,False,False,0,Anaerotignum lactatifermentans,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Bacteroides caccae,bacteroides caccae,0.0,0.0,0.0,24,2,False,False,0.0,0.0,0.0,0.0,PA,21,False,False,False,False,False,0,Bacteroides caccae,LATE,False,True,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Bacteroides cellulosilyticus,bacteroides cellulosilyticus,0.0,0.0,0.0,25,2,False,False,0.0,0.0,0.0,0.0,PA,22,False,False,False,False,False,0,Bacteroides cellulosilyticus,ORDERED_INCREASING,False,False,False,True,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Bacteroides eggerthii,bacteroides eggerthii,0.0,0.0,0.0,26,2,False,False,0.0,0.0,0.0,0.0,PA,23,False,False,False,False,False,0,Bacteroides eggerthii,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Bacteroides finegoldii,bacteroides finegoldii,0.0,0.0,0.0,27,2,False,False,0.0,0.0,0.0,0.0,PA,24,False,False,False,False,False,0,Bacteroides finegoldii,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Bacteroides intestinalis,bacteroides intestinalis,0.0,0.0,0.0,29,2,False,False,0.0,0.0,0.0,0.0,PA,25,False,False,False,False,False,0,Bacteroides intestinalis,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Bacteroides ovatus,bacteroides ovatus,0.0,0.0,0.0,30,2,False,False,0.0,0.0,0.0,0.0,PA,26,False,False,False,False,False,0,Bacteroides ovatus,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Bacteroides salyersiae,bacteroides salyersiae,0.0,0.0,0.0,31,2,False,False,0.0,0.0,0.0,0.0,PA,27,False,False,False,False,False,0,Bacteroides salyersiae,ORDERED_INCREASING,False,False,False,True,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Bacteroides sp. CAG:144,bacteroides sp. cag:144,0.0,0.0,0.0,32,2,False,False,0.0,0.0,0.0,0.0,PA,28,False,False,False,False,False,0,Bacteroides sp. CAG:144,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Bacteroides stercoris,bacteroides stercoris,0.0,0.0,0.0,33,2,False,False,0.0,0.0,0.0,0.0,PA,29,False,False,False,False,False,0,Bacteroides stercoris,ORDERED_DECREASING,False,False,False,False,True,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Bacteroides uniformis,bacteroides uniformis,0.0,0.0,0.0,35,2,False,False,0.0,0.0,0.0,0.0,PA,30,False,False,False,False,False,0,Bacteroides uniformis,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Bacteroides xylanisolvens,bacteroides xylanisolvens,0.0,0.0,0.0,36,2,False,False,0.0,0.0,0.0,0.0,PA,31,False,False,False,False,False,0,Bacteroides xylanisolvens,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Barnesiella intestinihominis,barnesiella intestinihominis,0.0,0.0,0.0,37,2,False,False,0.0,0.0,0.0,0.0,PA,32,False,False,False,False,False,0,Barnesiella intestinihominis,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Bifidobacterium adolescentis,bifidobacterium adolescentis,0.0,0.0,0.0,38,2,False,False,0.0,0.0,0.0,0.0,PA,33,False,False,False,False,False,0,Bifidobacterium adolescentis,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Bifidobacterium bifidum,bifidobacterium bifidum,0.0,0.0,0.0,39,2,False,False,0.0,0.0,0.0,0.0,PA,34,False,False,False,False,False,0,Bifidobacterium bifidum,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Bifidobacterium longum,bifidobacterium longum,0.0,0.0,0.0,40,2,False,False,0.0,0.0,0.0,0.0,PA,35,False,False,False,False,False,0,Bifidobacterium longum,LATE;ORDERED_DECREASING,False,True,False,False,True,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Bifidobacterium pseudocatenulatum,bifidobacterium pseudocatenulatum,0.0,0.0,0.0,41,2,False,False,0.0,0.0,0.0,0.0,PA,36,False,False,False,False,False,0,Bifidobacterium pseudocatenulatum,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Blautia obeum,blautia obeum,0.0,0.0,0.0,42,2,False,False,0.0,0.0,0.0,0.0,PA,37,False,False,False,False,False,0,Blautia obeum,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Blautia sp. CAG:257,blautia sp. cag:257,0.0,0.0,0.0,43,2,False,False,0.0,0.0,0.0,0.0,PA,38,False,False,False,False,False,0,Blautia sp. CAG:257,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Blautia wexlerae,blautia wexlerae,0.0,0.0,0.0,44,2,False,False,0.0,0.0,0.0,0.0,PA,39,False,False,False,False,False,0,Blautia wexlerae,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Butyricimonas virosa,butyricimonas virosa,0.0,0.0,0.0,45,2,False,False,0.0,0.0,0.0,0.0,PA,40,False,False,False,False,False,0,Butyricimonas virosa,LATE;ORDERED_INCREASING,False,True,False,True,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Clostridium sp. CAG:58,clostridium sp. cag:58,0.0,0.0,0.0,46,2,False,False,0.0,0.0,0.0,0.0,PA,41,False,False,False,False,False,0,Clostridium sp. CAG:58,LATE;PROGRESSION,False,True,True,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Collinsella aerofaciens,collinsella aerofaciens,0.0,0.0,0.0,47,2,False,False,0.0,0.0,0.0,0.0,PA,42,False,False,False,False,False,0,Collinsella aerofaciens,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Coprobacter fastidiosus,coprobacter fastidiosus,0.0,0.0,0.0,48,2,False,False,0.0,0.0,0.0,0.0,PA,43,False,False,False,False,False,0,Coprobacter fastidiosus,ORDERED_INCREASING,False,False,False,True,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Coprococcus catus,coprococcus catus,0.0,0.0,0.0,49,2,False,False,0.0,0.0,0.0,0.0,PA,44,False,False,False,False,False,0,Coprococcus catus,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Coprococcus comes,coprococcus comes,0.0,0.0,0.0,50,2,False,False,0.0,0.0,0.0,0.0,PA,45,False,False,False,False,False,0,Coprococcus comes,LATE;ORDERED_DECREASING,False,True,False,False,True,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Coprococcus eutactus,coprococcus eutactus,0.0,0.0,0.0,51,2,False,False,0.0,0.0,0.0,0.0,PA,46,False,False,False,False,False,0,Coprococcus eutactus,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Desulfovibrio piger,desulfovibrio piger,0.0,0.0,0.0,52,2,False,False,0.0,0.0,0.0,0.0,PA,47,False,False,False,False,False,0,Desulfovibrio piger,PROGRESSION,False,False,True,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Dialister invisus,dialister invisus,0.0,0.0,0.0,53,2,False,False,0.0,0.0,0.0,0.0,PA,48,False,False,False,False,False,0,Dialister invisus,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Dorea longicatena,dorea longicatena,0.0,0.0,0.0,55,2,False,False,0.0,0.0,0.0,0.0,PA,49,False,False,False,False,False,0,Dorea longicatena,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Eggerthella lenta,eggerthella lenta,0.0,0.0,0.0,56,2,False,False,0.0,0.0,0.0,0.0,PA,50,False,False,False,False,False,0,Eggerthella lenta,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Enterocloster bolteae,enterocloster bolteae,0.0,0.0,0.0,57,2,False,False,0.0,0.0,0.0,0.0,PA,51,False,False,False,False,False,0,Enterocloster bolteae,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Erysipelatoclostridium ramosum,erysipelatoclostridium ramosum,0.0,0.0,0.0,58,2,False,False,0.0,0.0,0.0,0.0,PA,52,False,False,False,False,False,0,Erysipelatoclostridium ramosum,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Escherichia coli,escherichia coli,0.0,0.0,0.0,59,2,False,False,0.0,0.0,0.0,0.0,PA,53,False,False,False,False,False,0,Escherichia coli,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Eubacterium ramulus,eubacterium ramulus,0.0,0.0,0.0,60,2,False,False,0.0,0.0,0.0,0.0,PA,54,False,False,False,False,False,0,Eubacterium ramulus,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Eubacterium sp. CAG:180,eubacterium sp. cag:180,0.0,0.0,0.0,61,2,False,False,0.0,0.0,0.0,0.0,PA,55,False,False,False,False,False,0,Eubacterium sp. CAG:180,ORDERED_INCREASING,False,False,False,True,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Eubacterium sp. CAG:251,eubacterium sp. cag:251,0.0,0.0,0.0,62,2,False,False,0.0,0.0,0.0,0.0,PA,56,False,False,False,False,False,0,Eubacterium sp. CAG:251,LATE;ORDERED_DECREASING,False,True,False,False,True,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Eubacterium sp. CAG:274,eubacterium sp. cag:274,0.0,0.0,0.0,63,2,False,False,0.0,0.0,0.0,0.0,PA,57,False,False,False,False,False,0,Eubacterium sp. CAG:274,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Eubacterium sp. CAG:38,eubacterium sp. cag:38,0.0,0.0,0.0,64,2,False,False,0.0,0.0,0.0,0.0,PA,58,False,False,False,False,False,0,Eubacterium sp. CAG:38,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Eubacterium ventriosum,eubacterium ventriosum,0.0,0.0,0.0,65,2,False,False,0.0,0.0,0.0,0.0,PA,59,False,False,False,False,False,0,Eubacterium ventriosum,LATE;ORDERED_DECREASING,False,True,False,False,True,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Faecalibacterium prausnitzii,faecalibacterium prausnitzii,0.0,0.0,0.0,66,2,False,False,0.0,0.0,0.0,0.0,PA,60,False,False,False,False,False,0,Faecalibacterium prausnitzii,LATE;ORDERED_DECREASING,False,True,False,False,True,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Firmicutes bacterium CAG:110,firmicutes bacterium cag:110,0.0,0.0,0.0,67,2,False,False,0.0,0.0,0.0,0.0,PA,61,False,False,False,False,False,0,Firmicutes bacterium CAG:110,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Firmicutes bacterium CAG:145,firmicutes bacterium cag:145,0.0,0.0,0.0,68,2,False,False,0.0,0.0,0.0,0.0,PA,62,False,False,False,False,False,0,Firmicutes bacterium CAG:145,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Firmicutes bacterium CAG:83,firmicutes bacterium cag:83,0.0,0.0,0.0,69,2,False,False,0.0,0.0,0.0,0.0,PA,63,False,False,False,False,False,0,Firmicutes bacterium CAG:83,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Fusicatenibacter saccharivorans,fusicatenibacter saccharivorans,0.0,0.0,0.0,70,2,False,False,0.0,0.0,0.0,0.0,PA,64,False,False,False,False,False,0,Fusicatenibacter saccharivorans,LATE;ORDERED_DECREASING,False,True,False,False,True,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Gemmiger formicilis,gemmiger formicilis,0.0,0.0,0.0,71,2,False,False,0.0,0.0,0.0,0.0,PA,65,False,False,False,False,False,0,Gemmiger formicilis,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Gordonibacter pamelaeae,gordonibacter pamelaeae,0.0,0.0,0.0,72,2,False,False,0.0,0.0,0.0,0.0,PA,66,False,False,False,False,False,0,Gordonibacter pamelaeae,PROGRESSION,False,False,True,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Holdemanella biformis,holdemanella biformis,0.0,0.0,0.0,73,2,False,False,0.0,0.0,0.0,0.0,PA,67,False,False,False,False,False,0,Holdemanella biformis,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Intestinibacter bartlettii,intestinibacter bartlettii,0.0,0.0,0.0,74,2,False,False,0.0,0.0,0.0,0.0,PA,68,False,False,False,False,False,0,Intestinibacter bartlettii,PROGRESSION,False,False,True,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Klebsiella pneumoniae,klebsiella pneumoniae,0.0,0.0,0.0,75,2,False,False,0.0,0.0,0.0,0.0,PA,69,False,False,False,False,False,0,Klebsiella pneumoniae,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Klebsiella quasipneumoniae,klebsiella quasipneumoniae,0.0,0.0,0.0,76,2,False,False,0.0,0.0,0.0,0.0,PA,70,False,False,False,False,False,0,Klebsiella quasipneumoniae,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Klebsiella variicola,klebsiella variicola,0.0,0.0,0.0,77,2,False,False,0.0,0.0,0.0,0.0,PA,71,False,False,False,False,False,0,Klebsiella variicola,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Lachnospira eligens,lachnospira eligens,0.0,0.0,0.0,78,2,False,False,0.0,0.0,0.0,0.0,PA,72,False,False,False,False,False,0,Lachnospira eligens,EARLY,True,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Lachnospira pectinoschiza,lachnospira pectinoschiza,0.0,0.0,0.0,79,2,False,False,0.0,0.0,0.0,0.0,PA,73,False,False,False,False,False,0,Lachnospira pectinoschiza,LATE,False,True,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Lawsonibacter asaccharolyticus,lawsonibacter asaccharolyticus,0.0,0.0,0.0,80,2,False,False,0.0,0.0,0.0,0.0,PA,74,False,False,False,False,False,0,Lawsonibacter asaccharolyticus,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Megamonas funiformis,megamonas funiformis,0.0,0.0,0.0,81,2,False,False,0.0,0.0,0.0,0.0,PA,75,False,False,False,False,False,0,Megamonas funiformis,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Methanobrevibacter smithii,methanobrevibacter smithii,0.0,0.0,0.0,82,2,False,False,0.0,0.0,0.0,0.0,PA,76,False,False,False,False,False,0,Methanobrevibacter smithii,NOT_SIGNIFICANT_BY_FDR,False,False,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Odoribacter splanchnicus,odoribacter splanchnicus,0.0,0.0,0.0,83,2,False,False,0.0,0.0,0.0,0.0,PA,77,False,False,False,False,False,0,Odoribacter splanchnicus,LATE;PROGRESSION,False,True,True,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Oscillibacter sp. 57 20,oscillibacter sp. 57 20,0.0,0.0,0.0,84,2,False,False,0.0,0.0,0.0,0.0,PA,78,False,False,False,False,False,0,Oscillibacter sp. 57 20,PROGRESSION,False,False,True,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Oscillibacter sp. CAG:241,oscillibacter sp. cag:241,0.0,0.0,0.0,85,2,False,False,0.0,0.0,0.0,0.0,PA,79,False,False,False,False,False,0,Oscillibacter sp. CAG:241,LATE,False,True,False,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
OnlyFemale,LASSO_LogisticRegression,Parabacteroides distasonis,parabacteroides distasonis,0.0,0.0,0.0,86,2,False,False,0.0,0.0,0.0,0.0,PA,80,False,False,False,False,False,0,Parabacteroides distasonis,LATE;PROGRESSION,False,True,True,False,False,increasing_Control_to_Adenoma_to_CRC,0.0
