Arrangement,Model,Species_clean,Species_key,Species_MaxSelectionFrequency,Species_MaxTopKSelectionFrequency,Species_SumMeanAbsNonZeroCoef,Species_BestConsensusRank,N_Selected_FeatureTypes,Any_CRC_Associated,Any_Control_Associated,PA_MeanAbsNonZeroCoef,rCLR_MeanAbsNonZeroCoef,PA_SelectionFrequency,rCLR_SelectionFrequency,Dominant_Signal,SpeciesRank
OnlyMale,LASSO_LogisticRegression,Fusicatenibacter saccharivorans,fusicatenibacter saccharivorans,0.6,0.6,0.019935910668107373,12,2,False,True,0.0,0.019935910668107373,0.0,0.6,rCLR,11
OnlyMale,LASSO_LogisticRegression,Anaerotignum lactatifermentans,anaerotignum lactatifermentans,0.6,0.6,0.016378764365177698,13,2,True,False,0.016378764365177698,0.0,0.6,0.0,PA,12
OnlyMale,LASSO_LogisticRegression,Bifidobacterium pseudocatenulatum,bifidobacterium pseudocatenulatum,0.4,0.4,0.015867442672358182,14,2,False,True,0.015867442672358182,0.0,0.4,0.0,PA,13
OnlyMale,LASSO_LogisticRegression,Lachnospira pectinoschiza,lachnospira pectinoschiza,0.4,0.4,0.015397259463814603,15,2,False,True,0.0,0.015397259463814603,0.0,0.4,rCLR,14
OnlyMale,LASSO_LogisticRegression,Methanobrevibacter smithii,methanobrevibacter smithii,0.3,0.3,0.02634532481216296,16,2,True,False,0.02634532481216296,0.0,0.3,0.0,PA,15
OnlyMale,LASSO_LogisticRegression,Bacteroides salyersiae,bacteroides salyersiae,0.3,0.3,0.00957580355789004,17,2,True,False,0.00957580355789004,0.0,0.3,0.0,PA,16
OnlyMale,LASSO_LogisticRegression,Bacteroides caccae,bacteroides caccae,0.3,0.3,0.007234591489098853,18,2,True,False,0.0,0.007234591489098853,0.0,0.3,rCLR,17
OnlyMale,LASSO_LogisticRegression,Roseburia faecis,roseburia faecis,0.2,0.2,0.006470393356419978,19,2,False,True,0.0,0.006470393356419978,0.0,0.2,rCLR,18
OnlyMale,LASSO_LogisticRegression,Akkermansia muciniphila,akkermansia muciniphila,0.1,0.1,0.046000677908793454,20,2,True,False,0.046000677908793454,0.0,0.1,0.0,PA,19
OnlyMale,LASSO_LogisticRegression,Anaerostipes hadrus,anaerostipes hadrus,0.1,0.1,0.011805251092239392,21,2,False,True,0.0,0.011805251092239392,0.0,0.1,rCLR,20
OnlyMale,LASSO_LogisticRegression,Anaerobutyricum hallii,anaerobutyricum hallii,0.1,0.1,0.005103408257917433,22,2,True,False,0.0,0.005103408257917433,0.0,0.1,rCLR,21
OnlyMale,LASSO_LogisticRegression,Clostridium sp. CAG:58,clostridium sp. cag:58,0.1,0.1,0.0031901951729448137,23,2,True,False,0.0031901951729448137,0.0,0.1,0.0,PA,22
OnlyMale,LASSO_LogisticRegression,Acidaminococcus intestini,acidaminococcus intestini,0.0,0.0,0.0,24,2,False,False,0.0,0.0,0.0,0.0,PA,23
OnlyMale,LASSO_LogisticRegression,Adlercreutzia equolifaciens,adlercreutzia equolifaciens,0.0,0.0,0.0,25,2,False,False,0.0,0.0,0.0,0.0,PA,24
OnlyMale,LASSO_LogisticRegression,Adlercreutzia equolifaciens 1,adlercreutzia equolifaciens 1,0.0,0.0,0.0,26,2,False,False,0.0,0.0,0.0,0.0,PA,25
OnlyMale,LASSO_LogisticRegression,Agathobaculum butyriciproducens,agathobaculum butyriciproducens,0.0,0.0,0.0,27,2,False,False,0.0,0.0,0.0,0.0,PA,26
OnlyMale,LASSO_LogisticRegression,Alistipes finegoldii,alistipes finegoldii,0.0,0.0,0.0,28,2,False,False,0.0,0.0,0.0,0.0,PA,27
OnlyMale,LASSO_LogisticRegression,Alistipes inops,alistipes inops,0.0,0.0,0.0,29,2,False,False,0.0,0.0,0.0,0.0,PA,28
OnlyMale,LASSO_LogisticRegression,Alistipes putredinis,alistipes putredinis,0.0,0.0,0.0,30,2,False,False,0.0,0.0,0.0,0.0,PA,29
OnlyMale,LASSO_LogisticRegression,Alistipes shahii,alistipes shahii,0.0,0.0,0.0,31,2,False,False,0.0,0.0,0.0,0.0,PA,30
OnlyMale,LASSO_LogisticRegression,Bacteroides cellulosilyticus,bacteroides cellulosilyticus,0.0,0.0,0.0,35,2,False,False,0.0,0.0,0.0,0.0,PA,31
OnlyMale,LASSO_LogisticRegression,Bacteroides eggerthii,bacteroides eggerthii,0.0,0.0,0.0,36,2,False,False,0.0,0.0,0.0,0.0,PA,32
OnlyMale,LASSO_LogisticRegression,Bacteroides finegoldii,bacteroides finegoldii,0.0,0.0,0.0,37,2,False,False,0.0,0.0,0.0,0.0,PA,33
OnlyMale,LASSO_LogisticRegression,Bacteroides fragilis,bacteroides fragilis,0.0,0.0,0.0,38,2,False,False,0.0,0.0,0.0,0.0,PA,34
OnlyMale,LASSO_LogisticRegression,Bacteroides intestinalis,bacteroides intestinalis,0.0,0.0,0.0,39,2,False,False,0.0,0.0,0.0,0.0,PA,35
OnlyMale,LASSO_LogisticRegression,Bacteroides ovatus,bacteroides ovatus,0.0,0.0,0.0,40,2,False,False,0.0,0.0,0.0,0.0,PA,36
OnlyMale,LASSO_LogisticRegression,Bacteroides sp. CAG:144,bacteroides sp. cag:144,0.0,0.0,0.0,41,2,False,False,0.0,0.0,0.0,0.0,PA,37
OnlyMale,LASSO_LogisticRegression,Bacteroides stercoris,bacteroides stercoris,0.0,0.0,0.0,42,2,False,False,0.0,0.0,0.0,0.0,PA,38
OnlyMale,LASSO_LogisticRegression,Bacteroides thetaiotaomicron,bacteroides thetaiotaomicron,0.0,0.0,0.0,43,2,False,False,0.0,0.0,0.0,0.0,PA,39
OnlyMale,LASSO_LogisticRegression,Bacteroides uniformis,bacteroides uniformis,0.0,0.0,0.0,44,2,False,False,0.0,0.0,0.0,0.0,PA,40
OnlyMale,LASSO_LogisticRegression,Bacteroides xylanisolvens,bacteroides xylanisolvens,0.0,0.0,0.0,45,2,False,False,0.0,0.0,0.0,0.0,PA,41
OnlyMale,LASSO_LogisticRegression,Barnesiella intestinihominis,barnesiella intestinihominis,0.0,0.0,0.0,46,2,False,False,0.0,0.0,0.0,0.0,PA,42
OnlyMale,LASSO_LogisticRegression,Bifidobacterium adolescentis,bifidobacterium adolescentis,0.0,0.0,0.0,47,2,False,False,0.0,0.0,0.0,0.0,PA,43
OnlyMale,LASSO_LogisticRegression,Bifidobacterium longum,bifidobacterium longum,0.0,0.0,0.0,48,2,False,False,0.0,0.0,0.0,0.0,PA,44
OnlyMale,LASSO_LogisticRegression,Blautia obeum,blautia obeum,0.0,0.0,0.0,49,2,False,False,0.0,0.0,0.0,0.0,PA,45
OnlyMale,LASSO_LogisticRegression,Blautia sp. CAG:257,blautia sp. cag:257,0.0,0.0,0.0,50,2,False,False,0.0,0.0,0.0,0.0,PA,46
OnlyMale,LASSO_LogisticRegression,Blautia wexlerae,blautia wexlerae,0.0,0.0,0.0,51,2,False,False,0.0,0.0,0.0,0.0,PA,47
OnlyMale,LASSO_LogisticRegression,Butyricimonas virosa,butyricimonas virosa,0.0,0.0,0.0,52,2,False,False,0.0,0.0,0.0,0.0,PA,48
OnlyMale,LASSO_LogisticRegression,Coprobacter fastidiosus,coprobacter fastidiosus,0.0,0.0,0.0,53,2,False,False,0.0,0.0,0.0,0.0,PA,49
OnlyMale,LASSO_LogisticRegression,Coprococcus catus,coprococcus catus,0.0,0.0,0.0,54,2,False,False,0.0,0.0,0.0,0.0,PA,50
OnlyMale,LASSO_LogisticRegression,Coprococcus comes,coprococcus comes,0.0,0.0,0.0,55,2,False,False,0.0,0.0,0.0,0.0,PA,51
OnlyMale,LASSO_LogisticRegression,Coprococcus eutactus,coprococcus eutactus,0.0,0.0,0.0,56,2,False,False,0.0,0.0,0.0,0.0,PA,52
OnlyMale,LASSO_LogisticRegression,Desulfovibrio piger,desulfovibrio piger,0.0,0.0,0.0,57,2,False,False,0.0,0.0,0.0,0.0,PA,53
OnlyMale,LASSO_LogisticRegression,Dialister invisus,dialister invisus,0.0,0.0,0.0,58,2,False,False,0.0,0.0,0.0,0.0,PA,54
OnlyMale,LASSO_LogisticRegression,Dorea formicigenerans,dorea formicigenerans,0.0,0.0,0.0,59,2,False,False,0.0,0.0,0.0,0.0,PA,55
OnlyMale,LASSO_LogisticRegression,Dorea longicatena,dorea longicatena,0.0,0.0,0.0,60,2,False,False,0.0,0.0,0.0,0.0,PA,56
OnlyMale,LASSO_LogisticRegression,Eggerthella lenta,eggerthella lenta,0.0,0.0,0.0,61,2,False,False,0.0,0.0,0.0,0.0,PA,57
OnlyMale,LASSO_LogisticRegression,Enterocloster bolteae,enterocloster bolteae,0.0,0.0,0.0,62,2,False,False,0.0,0.0,0.0,0.0,PA,58
OnlyMale,LASSO_LogisticRegression,Erysipelatoclostridium ramosum,erysipelatoclostridium ramosum,0.0,0.0,0.0,63,2,False,False,0.0,0.0,0.0,0.0,PA,59
OnlyMale,LASSO_LogisticRegression,Escherichia coli,escherichia coli,0.0,0.0,0.0,64,2,False,False,0.0,0.0,0.0,0.0,PA,60
OnlyMale,LASSO_LogisticRegression,Eubacterium ramulus,eubacterium ramulus,0.0,0.0,0.0,65,2,False,False,0.0,0.0,0.0,0.0,PA,61
OnlyMale,LASSO_LogisticRegression,Eubacterium sp. CAG:180,eubacterium sp. cag:180,0.0,0.0,0.0,66,2,False,False,0.0,0.0,0.0,0.0,PA,62
OnlyMale,LASSO_LogisticRegression,Eubacterium sp. CAG:251,eubacterium sp. cag:251,0.0,0.0,0.0,67,2,False,False,0.0,0.0,0.0,0.0,PA,63
OnlyMale,LASSO_LogisticRegression,Eubacterium sp. CAG:274,eubacterium sp. cag:274,0.0,0.0,0.0,68,2,False,False,0.0,0.0,0.0,0.0,PA,64
OnlyMale,LASSO_LogisticRegression,Eubacterium sp. CAG:38,eubacterium sp. cag:38,0.0,0.0,0.0,69,2,False,False,0.0,0.0,0.0,0.0,PA,65
OnlyMale,LASSO_LogisticRegression,Faecalibacterium prausnitzii,faecalibacterium prausnitzii,0.0,0.0,0.0,71,2,False,False,0.0,0.0,0.0,0.0,PA,66
OnlyMale,LASSO_LogisticRegression,Firmicutes bacterium CAG:110,firmicutes bacterium cag:110,0.0,0.0,0.0,72,2,False,False,0.0,0.0,0.0,0.0,PA,67
OnlyMale,LASSO_LogisticRegression,Firmicutes bacterium CAG:145,firmicutes bacterium cag:145,0.0,0.0,0.0,73,2,False,False,0.0,0.0,0.0,0.0,PA,68
OnlyMale,LASSO_LogisticRegression,Firmicutes bacterium CAG:83,firmicutes bacterium cag:83,0.0,0.0,0.0,74,2,False,False,0.0,0.0,0.0,0.0,PA,69
OnlyMale,LASSO_LogisticRegression,Flavonifractor plautii,flavonifractor plautii,0.0,0.0,0.0,75,2,False,False,0.0,0.0,0.0,0.0,PA,70
OnlyMale,LASSO_LogisticRegression,Gemmiger formicilis,gemmiger formicilis,0.0,0.0,0.0,77,2,False,False,0.0,0.0,0.0,0.0,PA,71
OnlyMale,LASSO_LogisticRegression,Gordonibacter pamelaeae,gordonibacter pamelaeae,0.0,0.0,0.0,78,2,False,False,0.0,0.0,0.0,0.0,PA,72
OnlyMale,LASSO_LogisticRegression,Holdemanella biformis,holdemanella biformis,0.0,0.0,0.0,79,2,False,False,0.0,0.0,0.0,0.0,PA,73
OnlyMale,LASSO_LogisticRegression,Intestinibacter bartlettii,intestinibacter bartlettii,0.0,0.0,0.0,80,2,False,False,0.0,0.0,0.0,0.0,PA,74
OnlyMale,LASSO_LogisticRegression,Klebsiella pneumoniae,klebsiella pneumoniae,0.0,0.0,0.0,81,2,False,False,0.0,0.0,0.0,0.0,PA,75
OnlyMale,LASSO_LogisticRegression,Klebsiella quasipneumoniae,klebsiella quasipneumoniae,0.0,0.0,0.0,82,2,False,False,0.0,0.0,0.0,0.0,PA,76
OnlyMale,LASSO_LogisticRegression,Klebsiella variicola,klebsiella variicola,0.0,0.0,0.0,83,2,False,False,0.0,0.0,0.0,0.0,PA,77
OnlyMale,LASSO_LogisticRegression,Lawsonibacter asaccharolyticus,lawsonibacter asaccharolyticus,0.0,0.0,0.0,86,2,False,False,0.0,0.0,0.0,0.0,PA,78
OnlyMale,LASSO_LogisticRegression,Megamonas funiformis,megamonas funiformis,0.0,0.0,0.0,87,2,False,False,0.0,0.0,0.0,0.0,PA,79
OnlyMale,LASSO_LogisticRegression,Oscillibacter sp. 57 20,oscillibacter sp. 57 20,0.0,0.0,0.0,89,2,False,False,0.0,0.0,0.0,0.0,PA,80
OnlyMale,LASSO_LogisticRegression,Oscillibacter sp. CAG:241,oscillibacter sp. cag:241,0.0,0.0,0.0,90,2,False,False,0.0,0.0,0.0,0.0,PA,81
OnlyMale,LASSO_LogisticRegression,Parabacteroides distasonis,parabacteroides distasonis,0.0,0.0,0.0,91,2,False,False,0.0,0.0,0.0,0.0,PA,82
OnlyMale,LASSO_LogisticRegression,Parabacteroides merdae,parabacteroides merdae,0.0,0.0,0.0,92,2,False,False,0.0,0.0,0.0,0.0,PA,83
OnlyMale,LASSO_LogisticRegression,Parasutterella excrementihominis,parasutterella excrementihominis,0.0,0.0,0.0,94,2,False,False,0.0,0.0,0.0,0.0,PA,84
OnlyMale,LASSO_LogisticRegression,Phascolarctobacterium faecium,phascolarctobacterium faecium,0.0,0.0,0.0,95,2,False,False,0.0,0.0,0.0,0.0,PA,85
OnlyMale,LASSO_LogisticRegression,Phascolarctobacterium succinatutens,phascolarctobacterium succinatutens,0.0,0.0,0.0,96,2,False,False,0.0,0.0,0.0,0.0,PA,86
OnlyMale,LASSO_LogisticRegression,Phocaeicola coprocola,phocaeicola coprocola,0.0,0.0,0.0,97,2,False,False,0.0,0.0,0.0,0.0,PA,87
OnlyMale,LASSO_LogisticRegression,Phocaeicola dorei,phocaeicola dorei,0.0,0.0,0.0,98,2,False,False,0.0,0.0,0.0,0.0,PA,88
OnlyMale,LASSO_LogisticRegression,Phocaeicola massiliensis,phocaeicola massiliensis,0.0,0.0,0.0,99,2,False,False,0.0,0.0,0.0,0.0,PA,89
OnlyMale,LASSO_LogisticRegression,Phocaeicola plebeius,phocaeicola plebeius,0.0,0.0,0.0,100,2,False,False,0.0,0.0,0.0,0.0,PA,90
OnlyMale,LASSO_LogisticRegression,Phocaeicola vulgatus,phocaeicola vulgatus,0.0,0.0,0.0,101,2,False,False,0.0,0.0,0.0,0.0,PA,91
OnlyMale,LASSO_LogisticRegression,Prevotella copri,prevotella copri,0.0,0.0,0.0,102,2,False,False,0.0,0.0,0.0,0.0,PA,92
OnlyMale,LASSO_LogisticRegression,Proteobacteria bacterium CAG:139,proteobacteria bacterium cag:139,0.0,0.0,0.0,103,2,False,False,0.0,0.0,0.0,0.0,PA,93
OnlyMale,LASSO_LogisticRegression,Roseburia hominis,roseburia hominis,0.0,0.0,0.0,105,2,False,False,0.0,0.0,0.0,0.0,PA,94
OnlyMale,LASSO_LogisticRegression,Roseburia inulinivorans,roseburia inulinivorans,0.0,0.0,0.0,107,2,False,False,0.0,0.0,0.0,0.0,PA,95
OnlyMale,LASSO_LogisticRegression,Ruminococcus bicirculans,ruminococcus bicirculans,0.0,0.0,0.0,108,2,False,False,0.0,0.0,0.0,0.0,PA,96
OnlyMale,LASSO_LogisticRegression,Ruminococcus bromii,ruminococcus bromii,0.0,0.0,0.0,109,2,False,False,0.0,0.0,0.0,0.0,PA,97
OnlyMale,LASSO_LogisticRegression,Slackia isoflavoniconvertens,slackia isoflavoniconvertens,0.0,0.0,0.0,111,2,False,False,0.0,0.0,0.0,0.0,PA,98
OnlyMale,LASSO_LogisticRegression,Streptococcus parasanguinis,streptococcus parasanguinis,0.0,0.0,0.0,112,2,False,False,0.0,0.0,0.0,0.0,PA,99
OnlyMale,LASSO_LogisticRegression,Streptococcus thermophilus,streptococcus thermophilus,0.0,0.0,0.0,113,2,False,False,0.0,0.0,0.0,0.0,PA,100
OnlyMale,LASSO_LogisticRegression,Veillonella atypica,veillonella atypica,0.0,0.0,0.0,114,2,False,False,0.0,0.0,0.0,0.0,PA,101
OnlyMale,LASSO_LogisticRegression,Veillonella parvula,veillonella parvula,0.0,0.0,0.0,115,2,False,False,0.0,0.0,0.0,0.0,PA,102
OnlyMale,LASSO_LogisticRegression,[Eubacterium] rectale,[eubacterium] rectale,0.0,0.0,0.0,116,2,False,False,0.0,0.0,0.0,0.0,PA,103
OnlyMale,LASSO_LogisticRegression,[Eubacterium] siraeum,[eubacterium] siraeum,0.0,0.0,0.0,117,2,False,False,0.0,0.0,0.0,0.0,PA,104
OnlyMale,LASSO_LogisticRegression,[Ruminococcus] gnavus,[ruminococcus] gnavus,0.0,0.0,0.0,118,2,False,False,0.0,0.0,0.0,0.0,PA,105
OnlyMale,LASSO_LogisticRegression,[Ruminococcus] lactaris,[ruminococcus] lactaris,0.0,0.0,0.0,119,2,False,False,0.0,0.0,0.0,0.0,PA,106
OnlyMale,LASSO_LogisticRegression,[Ruminococcus] torques,[ruminococcus] torques,0.0,0.0,0.0,120,2,False,False,0.0,0.0,0.0,0.0,PA,107
