Arrangement,Model,Feature,Feature_Type,Species,Species_clean,Species_key,MeanCoefficient,MedianCoefficient,MeanAbsCoefficient,MedianAbsCoefficient,MaxAbsCoefficient,MeanAbsCoefRank,BestAbsCoefRank,N_Folds_Evaluated,N_Folds_NonZero,N_Positive,N_Negative,MeanNonZeroCoefficient,MeanAbsNonZeroCoefficient,N_Folds_TopK_NonZero,Total_Folds,SelectionFrequency,TopKSelectionFrequency,SignedConsistency,MeanAbsNonZeroCoef_Scaled,ConsensusScore,ConsensusDirection,ConsensusRank
OnlyMale,LASSO_LogisticRegression,rCLR_Paraprevotella xylaniphila,rCLR,Paraprevotella xylaniphila,Paraprevotella xylaniphila,paraprevotella xylaniphila,-0.0151313198707597,-0.015047398960050036,0.0151313198707597,0.015047398960050036,0.05775479924180677,86.1,8,10,6,0,6,-0.025218866451266166,0.025218866451266166,6,10,0.6,0.6,1.0,0.05017259965294949,0.5425431499132374,Control-associated,11
OnlyMale,LASSO_LogisticRegression,rCLR_Fusicatenibacter saccharivorans,rCLR,Fusicatenibacter saccharivorans,Fusicatenibacter saccharivorans,fusicatenibacter saccharivorans,-0.011961546400864423,-0.012440355610180453,0.011961546400864423,0.012440355610180453,0.02702648118764164,57.8,9,10,6,0,6,-0.019935910668107373,0.019935910668107373,6,10,0.6,0.6,1.0,0.03966222933139396,0.5399155573328485,Control-associated,12
OnlyMale,LASSO_LogisticRegression,PA_Anaerotignum lactatifermentans,PA,Anaerotignum lactatifermentans,Anaerotignum lactatifermentans,anaerotignum lactatifermentans,0.009827258619106619,0.002919615891064391,0.009827258619106619,0.002919615891064391,0.034185508437915506,54.6,9,10,6,6,0,0.016378764365177698,0.016378764365177698,6,10,0.6,0.6,1.0,0.032585334035217815,0.5381463335088045,CRC-associated,13
OnlyMale,LASSO_LogisticRegression,PA_Bifidobacterium pseudocatenulatum,PA,Bifidobacterium pseudocatenulatum,Bifidobacterium pseudocatenulatum,bifidobacterium pseudocatenulatum,-0.006346977068943273,0.0,0.006346977068943273,0.0,0.03729073922367244,59.8,10,10,4,0,4,-0.015867442672358182,0.015867442672358182,4,10,0.4,0.4,1.0,0.03156806632267897,0.4278920165806698,Control-associated,14
OnlyMale,LASSO_LogisticRegression,rCLR_Lachnospira pectinoschiza,rCLR,Lachnospira pectinoschiza,Lachnospira pectinoschiza,lachnospira pectinoschiza,-0.006158903785525841,0.0,0.006158903785525841,0.0,0.03253034011738862,128.4,8,10,4,0,4,-0.015397259463814603,0.015397259463814603,4,10,0.4,0.4,1.0,0.030632643077887895,0.42765816076947205,Control-associated,15
OnlyMale,LASSO_LogisticRegression,PA_Methanobrevibacter smithii,PA,Methanobrevibacter smithii,Methanobrevibacter smithii,methanobrevibacter smithii,0.007903597443648889,0.0,0.007903597443648889,0.0,0.030478747231936307,46.4,8,10,3,3,0,0.02634532481216296,0.02634532481216296,3,10,0.3,0.3,1.0,0.052413673591629836,0.3781034183979075,CRC-associated,16
OnlyMale,LASSO_LogisticRegression,PA_Bacteroides salyersiae,PA,Bacteroides salyersiae,Bacteroides salyersiae,bacteroides salyersiae,0.002872741067367012,0.0,0.002872741067367012,0.0,0.012133534036771206,76.9,13,10,3,3,0,0.00957580355789004,0.00957580355789004,3,10,0.3,0.3,1.0,0.019050933918609365,0.3697627334796524,CRC-associated,17
OnlyMale,LASSO_LogisticRegression,rCLR_Bacteroides caccae,rCLR,Bacteroides caccae,Bacteroides caccae,bacteroides caccae,0.0021703774467296557,0.0,0.0021703774467296557,0.0,0.012486263207360173,145.9,13,10,3,3,0,0.007234591489098853,0.007234591489098853,3,10,0.3,0.3,1.0,0.014393123621817997,0.36859828090545455,CRC-associated,18
OnlyMale,LASSO_LogisticRegression,rCLR_Roseburia faecis,rCLR,Roseburia faecis,Roseburia faecis,roseburia faecis,-0.0012940786712839956,0.0,0.0012940786712839956,0.0,0.008654254186428408,131.4,11,10,2,0,2,-0.006470393356419978,0.006470393356419978,2,10,0.2,0.2,1.0,0.012872761592837756,0.3132181903982095,Control-associated,19
OnlyMale,LASSO_LogisticRegression,PA_Akkermansia muciniphila,PA,Akkermansia muciniphila,Akkermansia muciniphila,akkermansia muciniphila,0.004600067790879346,0.0,0.004600067790879346,0.0,0.046000677908793454,83.8,9,10,1,1,0,0.046000677908793454,0.046000677908793454,1,10,0.1,0.1,1.0,0.09151773736310401,0.277879434340776,CRC-associated,20
OnlyMale,LASSO_LogisticRegression,rCLR_Anaerostipes hadrus,rCLR,Anaerostipes hadrus,Anaerostipes hadrus,anaerostipes hadrus,-0.0011805251092239393,0.0,0.0011805251092239393,0.0,0.011805251092239392,100.0,10,10,1,0,1,-0.011805251092239392,0.011805251092239392,1,10,0.1,0.1,1.0,0.02348639015944882,0.2608715975398622,Control-associated,21
OnlyMale,LASSO_LogisticRegression,rCLR_Anaerobutyricum hallii,rCLR,Anaerobutyricum hallii,Anaerobutyricum hallii,anaerobutyricum hallii,0.0005103408257917433,0.0,0.0005103408257917433,0.0,0.005103408257917433,115.4,15,10,1,1,0,0.005103408257917433,0.005103408257917433,1,10,0.1,0.1,1.0,0.010153162906225399,0.2575382907265564,CRC-associated,22
OnlyMale,LASSO_LogisticRegression,PA_Clostridium sp. CAG:58,PA,Clostridium sp. CAG:58,Clostridium sp. CAG:58,clostridium sp. cag:58,0.00031901951729448137,0.0,0.00031901951729448137,0.0,0.0031901951729448137,81.1,17,10,1,1,0,0.0031901951729448137,0.0031901951729448137,1,10,0.1,0.1,1.0,0.006346850899751521,0.2565867127249379,CRC-associated,23
OnlyMale,LASSO_LogisticRegression,PA_Acidaminococcus intestini,PA,Acidaminococcus intestini,Acidaminococcus intestini,acidaminococcus intestini,0.0,0.0,0.0,0.0,0.0,119.2,101,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,24
OnlyMale,LASSO_LogisticRegression,PA_Adlercreutzia equolifaciens,PA,Adlercreutzia equolifaciens,Adlercreutzia equolifaciens,adlercreutzia equolifaciens,0.0,0.0,0.0,0.0,0.0,52.0,52,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,25
OnlyMale,LASSO_LogisticRegression,PA_Adlercreutzia equolifaciens_1,PA,Adlercreutzia equolifaciens_1,Adlercreutzia equolifaciens 1,adlercreutzia equolifaciens 1,0.0,0.0,0.0,0.0,0.0,65.2,62,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,26
OnlyMale,LASSO_LogisticRegression,PA_Agathobaculum butyriciproducens,PA,Agathobaculum butyriciproducens,Agathobaculum butyriciproducens,agathobaculum butyriciproducens,0.0,0.0,0.0,0.0,0.0,30.6,29,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,27
OnlyMale,LASSO_LogisticRegression,PA_Alistipes finegoldii,PA,Alistipes finegoldii,Alistipes finegoldii,alistipes finegoldii,0.0,0.0,0.0,0.0,0.0,41.0,41,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,28
OnlyMale,LASSO_LogisticRegression,PA_Alistipes inops,PA,Alistipes inops,Alistipes inops,alistipes inops,0.0,0.0,0.0,0.0,0.0,114.2,103,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,29
OnlyMale,LASSO_LogisticRegression,PA_Alistipes putredinis,PA,Alistipes putredinis,Alistipes putredinis,alistipes putredinis,0.0,0.0,0.0,0.0,0.0,42.0,42,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,30
OnlyMale,LASSO_LogisticRegression,PA_Alistipes shahii,PA,Alistipes shahii,Alistipes shahii,alistipes shahii,0.0,0.0,0.0,0.0,0.0,69.5,69,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,31
OnlyMale,LASSO_LogisticRegression,PA_Anaerobutyricum hallii,PA,Anaerobutyricum hallii,Anaerobutyricum hallii,anaerobutyricum hallii,0.0,0.0,0.0,0.0,0.0,58.8,14,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,32
OnlyMale,LASSO_LogisticRegression,PA_Anaerostipes hadrus,PA,Anaerostipes hadrus,Anaerostipes hadrus,anaerostipes hadrus,0.0,0.0,0.0,0.0,0.0,20.3,7,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,33
OnlyMale,LASSO_LogisticRegression,PA_Bacteroides caccae,PA,Bacteroides caccae,Bacteroides caccae,bacteroides caccae,0.0,0.0,0.0,0.0,0.0,127.0,101,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,34
OnlyMale,LASSO_LogisticRegression,PA_Bacteroides cellulosilyticus,PA,Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,bacteroides cellulosilyticus,0.0,0.0,0.0,0.0,0.0,61.8,61,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,35
OnlyMale,LASSO_LogisticRegression,PA_Bacteroides eggerthii,PA,Bacteroides eggerthii,Bacteroides eggerthii,bacteroides eggerthii,0.0,0.0,0.0,0.0,0.0,49.0,49,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,36
OnlyMale,LASSO_LogisticRegression,PA_Bacteroides finegoldii,PA,Bacteroides finegoldii,Bacteroides finegoldii,bacteroides finegoldii,0.0,0.0,0.0,0.0,0.0,117.2,94,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,37
OnlyMale,LASSO_LogisticRegression,PA_Bacteroides fragilis,PA,Bacteroides fragilis,Bacteroides fragilis,bacteroides fragilis,0.0,0.0,0.0,0.0,0.0,91.1,82,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,38
OnlyMale,LASSO_LogisticRegression,PA_Bacteroides intestinalis,PA,Bacteroides intestinalis,Bacteroides intestinalis,bacteroides intestinalis,0.0,0.0,0.0,0.0,0.0,93.4,79,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,39
OnlyMale,LASSO_LogisticRegression,PA_Bacteroides ovatus,PA,Bacteroides ovatus,Bacteroides ovatus,bacteroides ovatus,0.0,0.0,0.0,0.0,0.0,38.2,31,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,40
OnlyMale,LASSO_LogisticRegression,PA_Bacteroides sp. CAG:144,PA,Bacteroides sp. CAG:144,Bacteroides sp. CAG:144,bacteroides sp. cag:144,0.0,0.0,0.0,0.0,0.0,77.3,73,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,41
OnlyMale,LASSO_LogisticRegression,PA_Bacteroides stercoris,PA,Bacteroides stercoris,Bacteroides stercoris,bacteroides stercoris,0.0,0.0,0.0,0.0,0.0,27.2,20,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,42
OnlyMale,LASSO_LogisticRegression,PA_Bacteroides thetaiotaomicron,PA,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,bacteroides thetaiotaomicron,0.0,0.0,0.0,0.0,0.0,32.0,32,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,43
OnlyMale,LASSO_LogisticRegression,PA_Bacteroides uniformis,PA,Bacteroides uniformis,Bacteroides uniformis,bacteroides uniformis,0.0,0.0,0.0,0.0,0.0,73.6,16,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,44
OnlyMale,LASSO_LogisticRegression,PA_Bacteroides xylanisolvens,PA,Bacteroides xylanisolvens,Bacteroides xylanisolvens,bacteroides xylanisolvens,0.0,0.0,0.0,0.0,0.0,34.8,30,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,45
OnlyMale,LASSO_LogisticRegression,PA_Barnesiella intestinihominis,PA,Barnesiella intestinihominis,Barnesiella intestinihominis,barnesiella intestinihominis,0.0,0.0,0.0,0.0,0.0,60.7,58,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,46
OnlyMale,LASSO_LogisticRegression,PA_Bifidobacterium adolescentis,PA,Bifidobacterium adolescentis,Bifidobacterium adolescentis,bifidobacterium adolescentis,0.0,0.0,0.0,0.0,0.0,35.0,35,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,47
OnlyMale,LASSO_LogisticRegression,PA_Bifidobacterium longum,PA,Bifidobacterium longum,Bifidobacterium longum,bifidobacterium longum,0.0,0.0,0.0,0.0,0.0,60.4,22,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,48
OnlyMale,LASSO_LogisticRegression,PA_Blautia obeum,PA,Blautia obeum,Blautia obeum,blautia obeum,0.0,0.0,0.0,0.0,0.0,28.0,28,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,49
OnlyMale,LASSO_LogisticRegression,PA_Blautia sp. CAG:257,PA,Blautia sp. CAG:257,Blautia sp. CAG:257,blautia sp. cag:257,0.0,0.0,0.0,0.0,0.0,91.0,91,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,50
OnlyMale,LASSO_LogisticRegression,PA_Blautia wexlerae,PA,Blautia wexlerae,Blautia wexlerae,blautia wexlerae,0.0,0.0,0.0,0.0,0.0,74.6,17,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,51
OnlyMale,LASSO_LogisticRegression,PA_Butyricimonas virosa,PA,Butyricimonas virosa,Butyricimonas virosa,butyricimonas virosa,0.0,0.0,0.0,0.0,0.0,76.0,72,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,52
OnlyMale,LASSO_LogisticRegression,PA_Coprobacter fastidiosus,PA,Coprobacter fastidiosus,Coprobacter fastidiosus,coprobacter fastidiosus,0.0,0.0,0.0,0.0,0.0,104.7,95,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,53
OnlyMale,LASSO_LogisticRegression,PA_Coprococcus catus,PA,Coprococcus catus,Coprococcus catus,coprococcus catus,0.0,0.0,0.0,0.0,0.0,30.3,24,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,54
OnlyMale,LASSO_LogisticRegression,PA_Coprococcus comes,PA,Coprococcus comes,Coprococcus comes,coprococcus comes,0.0,0.0,0.0,0.0,0.0,29.1,12,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,55
OnlyMale,LASSO_LogisticRegression,PA_Coprococcus eutactus,PA,Coprococcus eutactus,Coprococcus eutactus,coprococcus eutactus,0.0,0.0,0.0,0.0,0.0,73.2,26,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,56
OnlyMale,LASSO_LogisticRegression,PA_Desulfovibrio piger,PA,Desulfovibrio piger,Desulfovibrio piger,desulfovibrio piger,0.0,0.0,0.0,0.0,0.0,114.9,96,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,57
OnlyMale,LASSO_LogisticRegression,PA_Dialister invisus,PA,Dialister invisus,Dialister invisus,dialister invisus,0.0,0.0,0.0,0.0,0.0,100.3,92,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,58
OnlyMale,LASSO_LogisticRegression,PA_Dorea formicigenerans,PA,Dorea formicigenerans,Dorea formicigenerans,dorea formicigenerans,0.0,0.0,0.0,0.0,0.0,76.6,19,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,59
OnlyMale,LASSO_LogisticRegression,PA_Dorea longicatena,PA,Dorea longicatena,Dorea longicatena,dorea longicatena,0.0,0.0,0.0,0.0,0.0,16.4,9,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,60
OnlyMale,LASSO_LogisticRegression,PA_Eggerthella lenta,PA,Eggerthella lenta,Eggerthella lenta,eggerthella lenta,0.0,0.0,0.0,0.0,0.0,71.2,70,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,61
OnlyMale,LASSO_LogisticRegression,PA_Enterocloster bolteae,PA,Enterocloster bolteae,Enterocloster bolteae,enterocloster bolteae,0.0,0.0,0.0,0.0,0.0,103.8,93,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,62
OnlyMale,LASSO_LogisticRegression,PA_Erysipelatoclostridium ramosum,PA,Erysipelatoclostridium ramosum,Erysipelatoclostridium ramosum,erysipelatoclostridium ramosum,0.0,0.0,0.0,0.0,0.0,92.2,75,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,63
OnlyMale,LASSO_LogisticRegression,PA_Escherichia coli,PA,Escherichia coli,Escherichia coli,escherichia coli,0.0,0.0,0.0,0.0,0.0,71.9,71,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,64
OnlyMale,LASSO_LogisticRegression,PA_Eubacterium ramulus,PA,Eubacterium ramulus,Eubacterium ramulus,eubacterium ramulus,0.0,0.0,0.0,0.0,0.0,34.0,34,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,65
OnlyMale,LASSO_LogisticRegression,PA_Eubacterium sp. CAG:180,PA,Eubacterium sp. CAG:180,Eubacterium sp. CAG:180,eubacterium sp. cag:180,0.0,0.0,0.0,0.0,0.0,55.8,54,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,66
OnlyMale,LASSO_LogisticRegression,PA_Eubacterium sp. CAG:251,PA,Eubacterium sp. CAG:251,Eubacterium sp. CAG:251,eubacterium sp. cag:251,0.0,0.0,0.0,0.0,0.0,17.2,10,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,67
OnlyMale,LASSO_LogisticRegression,PA_Eubacterium sp. CAG:274,PA,Eubacterium sp. CAG:274,Eubacterium sp. CAG:274,eubacterium sp. cag:274,0.0,0.0,0.0,0.0,0.0,36.0,36,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,68
OnlyMale,LASSO_LogisticRegression,PA_Eubacterium sp. CAG:38,PA,Eubacterium sp. CAG:38,Eubacterium sp. CAG:38,eubacterium sp. cag:38,0.0,0.0,0.0,0.0,0.0,91.9,81,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,69
OnlyMale,LASSO_LogisticRegression,PA_Eubacterium ventriosum,PA,Eubacterium ventriosum,Eubacterium ventriosum,eubacterium ventriosum,0.0,0.0,0.0,0.0,0.0,40.2,37,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,70
OnlyMale,LASSO_LogisticRegression,PA_Faecalibacterium prausnitzii,PA,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,faecalibacterium prausnitzii,0.0,0.0,0.0,0.0,0.0,20.8,6,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,71
OnlyMale,LASSO_LogisticRegression,PA_Firmicutes bacterium CAG:110,PA,Firmicutes bacterium CAG:110,Firmicutes bacterium CAG:110,firmicutes bacterium cag:110,0.0,0.0,0.0,0.0,0.0,64.0,64,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,72
OnlyMale,LASSO_LogisticRegression,PA_Firmicutes bacterium CAG:145,PA,Firmicutes bacterium CAG:145,Firmicutes bacterium CAG:145,firmicutes bacterium cag:145,0.0,0.0,0.0,0.0,0.0,60.0,60,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,73
OnlyMale,LASSO_LogisticRegression,PA_Firmicutes bacterium CAG:83,PA,Firmicutes bacterium CAG:83,Firmicutes bacterium CAG:83,firmicutes bacterium cag:83,0.0,0.0,0.0,0.0,0.0,45.0,45,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,74
OnlyMale,LASSO_LogisticRegression,PA_Flavonifractor plautii,PA,Flavonifractor plautii,Flavonifractor plautii,flavonifractor plautii,0.0,0.0,0.0,0.0,0.0,47.6,38,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,75
OnlyMale,LASSO_LogisticRegression,PA_Fusicatenibacter saccharivorans,PA,Fusicatenibacter saccharivorans,Fusicatenibacter saccharivorans,fusicatenibacter saccharivorans,0.0,0.0,0.0,0.0,0.0,23.4,11,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,76
OnlyMale,LASSO_LogisticRegression,PA_Gemmiger formicilis,PA,Gemmiger formicilis,Gemmiger formicilis,gemmiger formicilis,0.0,0.0,0.0,0.0,0.0,75.6,18,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,77
OnlyMale,LASSO_LogisticRegression,PA_Gordonibacter pamelaeae,PA,Gordonibacter pamelaeae,Gordonibacter pamelaeae,gordonibacter pamelaeae,0.0,0.0,0.0,0.0,0.0,54.0,53,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,78
OnlyMale,LASSO_LogisticRegression,PA_Holdemanella biformis,PA,Holdemanella biformis,Holdemanella biformis,holdemanella biformis,0.0,0.0,0.0,0.0,0.0,66.2,15,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,79
OnlyMale,LASSO_LogisticRegression,PA_Intestinibacter bartlettii,PA,Intestinibacter bartlettii,Intestinibacter bartlettii,intestinibacter bartlettii,0.0,0.0,0.0,0.0,0.0,79.0,74,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,80
OnlyMale,LASSO_LogisticRegression,PA_Klebsiella pneumoniae,PA,Klebsiella pneumoniae,Klebsiella pneumoniae,klebsiella pneumoniae,0.0,0.0,0.0,0.0,0.0,106.6,105,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,81
OnlyMale,LASSO_LogisticRegression,PA_Klebsiella quasipneumoniae,PA,Klebsiella quasipneumoniae,Klebsiella quasipneumoniae,klebsiella quasipneumoniae,0.0,0.0,0.0,0.0,0.0,109.1,107,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,82
OnlyMale,LASSO_LogisticRegression,PA_Klebsiella variicola,PA,Klebsiella variicola,Klebsiella variicola,klebsiella variicola,0.0,0.0,0.0,0.0,0.0,106.1,106,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,83
