Arrangement,Model,Species_clean,Species_key,Species_MaxSelectionFrequency,Species_MaxTopKSelectionFrequency,Species_SumMeanAbsNonZeroCoef,Species_BestConsensusRank,N_Selected_FeatureTypes,Any_CRC_Associated,Any_Control_Associated,PA_MeanAbsNonZeroCoef,rCLR_MeanAbsNonZeroCoef,PA_SelectionFrequency,rCLR_SelectionFrequency,Dominant_Signal,SpeciesRank
All,LASSO_LogisticRegression,Anaerobutyricum hallii,anaerobutyricum hallii,0.0,0.0,0.0,66,2,False,False,0.0,0.0,0.0,0.0,PA,53
All,LASSO_LogisticRegression,Bacteroides cellulosilyticus,bacteroides cellulosilyticus,0.0,0.0,0.0,68,2,False,False,0.0,0.0,0.0,0.0,PA,54
All,LASSO_LogisticRegression,Bacteroides eggerthii,bacteroides eggerthii,0.0,0.0,0.0,69,2,False,False,0.0,0.0,0.0,0.0,PA,55
All,LASSO_LogisticRegression,Bacteroides finegoldii,bacteroides finegoldii,0.0,0.0,0.0,70,2,False,False,0.0,0.0,0.0,0.0,PA,56
All,LASSO_LogisticRegression,Bacteroides intestinalis,bacteroides intestinalis,0.0,0.0,0.0,71,2,False,False,0.0,0.0,0.0,0.0,PA,57
All,LASSO_LogisticRegression,Bacteroides ovatus,bacteroides ovatus,0.0,0.0,0.0,72,2,False,False,0.0,0.0,0.0,0.0,PA,58
All,LASSO_LogisticRegression,Bacteroides sp. CAG:144,bacteroides sp. cag:144,0.0,0.0,0.0,73,2,False,False,0.0,0.0,0.0,0.0,PA,59
All,LASSO_LogisticRegression,Bacteroides stercoris,bacteroides stercoris,0.0,0.0,0.0,74,2,False,False,0.0,0.0,0.0,0.0,PA,60
All,LASSO_LogisticRegression,Bacteroides uniformis,bacteroides uniformis,0.0,0.0,0.0,76,2,False,False,0.0,0.0,0.0,0.0,PA,61
All,LASSO_LogisticRegression,Bacteroides xylanisolvens,bacteroides xylanisolvens,0.0,0.0,0.0,77,2,False,False,0.0,0.0,0.0,0.0,PA,62
All,LASSO_LogisticRegression,Barnesiella intestinihominis,barnesiella intestinihominis,0.0,0.0,0.0,78,2,False,False,0.0,0.0,0.0,0.0,PA,63
All,LASSO_LogisticRegression,Bifidobacterium adolescentis,bifidobacterium adolescentis,0.0,0.0,0.0,79,2,False,False,0.0,0.0,0.0,0.0,PA,64
All,LASSO_LogisticRegression,Blautia obeum,blautia obeum,0.0,0.0,0.0,81,2,False,False,0.0,0.0,0.0,0.0,PA,65
All,LASSO_LogisticRegression,Blautia wexlerae,blautia wexlerae,0.0,0.0,0.0,82,2,False,False,0.0,0.0,0.0,0.0,PA,66
All,LASSO_LogisticRegression,Coprobacter fastidiosus,coprobacter fastidiosus,0.0,0.0,0.0,84,2,False,False,0.0,0.0,0.0,0.0,PA,67
All,LASSO_LogisticRegression,Coprococcus catus,coprococcus catus,0.0,0.0,0.0,85,2,False,False,0.0,0.0,0.0,0.0,PA,68
All,LASSO_LogisticRegression,Coprococcus eutactus,coprococcus eutactus,0.0,0.0,0.0,87,2,False,False,0.0,0.0,0.0,0.0,PA,69
All,LASSO_LogisticRegression,Desulfovibrio piger,desulfovibrio piger,0.0,0.0,0.0,88,2,False,False,0.0,0.0,0.0,0.0,PA,70
All,LASSO_LogisticRegression,Dialister invisus,dialister invisus,0.0,0.0,0.0,89,2,False,False,0.0,0.0,0.0,0.0,PA,71
All,LASSO_LogisticRegression,Dorea longicatena,dorea longicatena,0.0,0.0,0.0,91,2,False,False,0.0,0.0,0.0,0.0,PA,72
All,LASSO_LogisticRegression,Eggerthella lenta,eggerthella lenta,0.0,0.0,0.0,92,2,False,False,0.0,0.0,0.0,0.0,PA,73
All,LASSO_LogisticRegression,Enterocloster bolteae,enterocloster bolteae,0.0,0.0,0.0,93,2,False,False,0.0,0.0,0.0,0.0,PA,74
All,LASSO_LogisticRegression,Erysipelatoclostridium ramosum,erysipelatoclostridium ramosum,0.0,0.0,0.0,94,2,False,False,0.0,0.0,0.0,0.0,PA,75
All,LASSO_LogisticRegression,Eubacterium ramulus,eubacterium ramulus,0.0,0.0,0.0,95,2,False,False,0.0,0.0,0.0,0.0,PA,76
All,LASSO_LogisticRegression,Eubacterium sp. CAG:251,eubacterium sp. cag:251,0.0,0.0,0.0,96,2,False,False,0.0,0.0,0.0,0.0,PA,77
All,LASSO_LogisticRegression,Eubacterium sp. CAG:274,eubacterium sp. cag:274,0.0,0.0,0.0,97,2,False,False,0.0,0.0,0.0,0.0,PA,78
All,LASSO_LogisticRegression,Firmicutes bacterium CAG:145,firmicutes bacterium cag:145,0.0,0.0,0.0,100,2,False,False,0.0,0.0,0.0,0.0,PA,79
All,LASSO_LogisticRegression,Firmicutes bacterium CAG:83,firmicutes bacterium cag:83,0.0,0.0,0.0,101,2,False,False,0.0,0.0,0.0,0.0,PA,80
All,LASSO_LogisticRegression,Gemmiger formicilis,gemmiger formicilis,0.0,0.0,0.0,103,2,False,False,0.0,0.0,0.0,0.0,PA,81
All,LASSO_LogisticRegression,Gordonibacter pamelaeae,gordonibacter pamelaeae,0.0,0.0,0.0,104,2,False,False,0.0,0.0,0.0,0.0,PA,82
All,LASSO_LogisticRegression,Holdemanella biformis,holdemanella biformis,0.0,0.0,0.0,105,2,False,False,0.0,0.0,0.0,0.0,PA,83
All,LASSO_LogisticRegression,Intestinibacter bartlettii,intestinibacter bartlettii,0.0,0.0,0.0,106,2,False,False,0.0,0.0,0.0,0.0,PA,84
All,LASSO_LogisticRegression,Klebsiella pneumoniae,klebsiella pneumoniae,0.0,0.0,0.0,107,2,False,False,0.0,0.0,0.0,0.0,PA,85
All,LASSO_LogisticRegression,Klebsiella quasipneumoniae,klebsiella quasipneumoniae,0.0,0.0,0.0,108,2,False,False,0.0,0.0,0.0,0.0,PA,86
All,LASSO_LogisticRegression,Klebsiella variicola,klebsiella variicola,0.0,0.0,0.0,109,2,False,False,0.0,0.0,0.0,0.0,PA,87
All,LASSO_LogisticRegression,Lawsonibacter asaccharolyticus,lawsonibacter asaccharolyticus,0.0,0.0,0.0,111,2,False,False,0.0,0.0,0.0,0.0,PA,88
All,LASSO_LogisticRegression,Oscillibacter sp. 57 20,oscillibacter sp. 57 20,0.0,0.0,0.0,113,2,False,False,0.0,0.0,0.0,0.0,PA,89
All,LASSO_LogisticRegression,Oscillibacter sp. CAG:241,oscillibacter sp. cag:241,0.0,0.0,0.0,114,2,False,False,0.0,0.0,0.0,0.0,PA,90
All,LASSO_LogisticRegression,Parasutterella excrementihominis,parasutterella excrementihominis,0.0,0.0,0.0,117,2,False,False,0.0,0.0,0.0,0.0,PA,91
All,LASSO_LogisticRegression,Phascolarctobacterium faecium,phascolarctobacterium faecium,0.0,0.0,0.0,118,2,False,False,0.0,0.0,0.0,0.0,PA,92
All,LASSO_LogisticRegression,Phascolarctobacterium succinatutens,phascolarctobacterium succinatutens,0.0,0.0,0.0,119,2,False,False,0.0,0.0,0.0,0.0,PA,93
All,LASSO_LogisticRegression,Phocaeicola dorei,phocaeicola dorei,0.0,0.0,0.0,120,2,False,False,0.0,0.0,0.0,0.0,PA,94
All,LASSO_LogisticRegression,Phocaeicola massiliensis,phocaeicola massiliensis,0.0,0.0,0.0,121,2,False,False,0.0,0.0,0.0,0.0,PA,95
All,LASSO_LogisticRegression,Phocaeicola vulgatus,phocaeicola vulgatus,0.0,0.0,0.0,122,2,False,False,0.0,0.0,0.0,0.0,PA,96
All,LASSO_LogisticRegression,Roseburia hominis,roseburia hominis,0.0,0.0,0.0,124,2,False,False,0.0,0.0,0.0,0.0,PA,97
All,LASSO_LogisticRegression,Roseburia inulinivorans,roseburia inulinivorans,0.0,0.0,0.0,125,2,False,False,0.0,0.0,0.0,0.0,PA,98
All,LASSO_LogisticRegression,Ruminococcus bromii,ruminococcus bromii,0.0,0.0,0.0,126,2,False,False,0.0,0.0,0.0,0.0,PA,99
All,LASSO_LogisticRegression,Slackia isoflavoniconvertens,slackia isoflavoniconvertens,0.0,0.0,0.0,127,2,False,False,0.0,0.0,0.0,0.0,PA,100
All,LASSO_LogisticRegression,Streptococcus parasanguinis,streptococcus parasanguinis,0.0,0.0,0.0,128,2,False,False,0.0,0.0,0.0,0.0,PA,101
All,LASSO_LogisticRegression,Veillonella atypica,veillonella atypica,0.0,0.0,0.0,129,2,False,False,0.0,0.0,0.0,0.0,PA,102
All,LASSO_LogisticRegression,Veillonella parvula,veillonella parvula,0.0,0.0,0.0,130,2,False,False,0.0,0.0,0.0,0.0,PA,103
All,LASSO_LogisticRegression,[Eubacterium] rectale,[eubacterium] rectale,0.0,0.0,0.0,131,2,False,False,0.0,0.0,0.0,0.0,PA,104
All,LASSO_LogisticRegression,[Eubacterium] siraeum,[eubacterium] siraeum,0.0,0.0,0.0,132,2,False,False,0.0,0.0,0.0,0.0,PA,105
All,LASSO_LogisticRegression,[Ruminococcus] gnavus,[ruminococcus] gnavus,0.0,0.0,0.0,133,2,False,False,0.0,0.0,0.0,0.0,PA,106
All,LASSO_LogisticRegression,[Ruminococcus] lactaris,[ruminococcus] lactaris,0.0,0.0,0.0,134,2,False,False,0.0,0.0,0.0,0.0,PA,107
