Arrangement,Model,Feature,Feature_Type,Species,Species_clean,Species_key,MeanCoefficient,MedianCoefficient,MeanAbsCoefficient,MedianAbsCoefficient,MaxAbsCoefficient,MeanAbsCoefRank,BestAbsCoefRank,N_Folds_Evaluated,N_Folds_NonZero,N_Positive,N_Negative,MeanNonZeroCoefficient,MeanAbsNonZeroCoefficient,N_Folds_TopK_NonZero,Total_Folds,SelectionFrequency,TopKSelectionFrequency,SignedConsistency,MeanAbsNonZeroCoef_Scaled,ConsensusScore,ConsensusDirection,ConsensusRank
OnlyFemale,LASSO_LogisticRegression,Age,covariate,Age,Age,age,0.0,0.0,0.0,0.0,0.0,215.0,215,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,11
OnlyFemale,LASSO_LogisticRegression,PA_Acidaminococcus intestini,PA,Acidaminococcus intestini,Acidaminococcus intestini,acidaminococcus intestini,0.0,0.0,0.0,0.0,0.0,101.0,101,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,12
OnlyFemale,LASSO_LogisticRegression,PA_Adlercreutzia equolifaciens,PA,Adlercreutzia equolifaciens,Adlercreutzia equolifaciens,adlercreutzia equolifaciens,0.0,0.0,0.0,0.0,0.0,52.0,52,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,13
OnlyFemale,LASSO_LogisticRegression,PA_Adlercreutzia equolifaciens_1,PA,Adlercreutzia equolifaciens_1,Adlercreutzia equolifaciens 1,adlercreutzia equolifaciens 1,0.0,0.0,0.0,0.0,0.0,62.0,62,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,14
OnlyFemale,LASSO_LogisticRegression,PA_Agathobaculum butyriciproducens,PA,Agathobaculum butyriciproducens,Agathobaculum butyriciproducens,agathobaculum butyriciproducens,0.0,0.0,0.0,0.0,0.0,29.0,29,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,15
OnlyFemale,LASSO_LogisticRegression,PA_Akkermansia muciniphila,PA,Akkermansia muciniphila,Akkermansia muciniphila,akkermansia muciniphila,0.0,0.0,0.0,0.0,0.0,78.0,78,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,16
OnlyFemale,LASSO_LogisticRegression,PA_Alistipes finegoldii,PA,Alistipes finegoldii,Alistipes finegoldii,alistipes finegoldii,0.0,0.0,0.0,0.0,0.0,41.2,41,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,17
OnlyFemale,LASSO_LogisticRegression,PA_Alistipes inops,PA,Alistipes inops,Alistipes inops,alistipes inops,0.0,0.0,0.0,0.0,0.0,101.4,95,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,18
OnlyFemale,LASSO_LogisticRegression,PA_Alistipes putredinis,PA,Alistipes putredinis,Alistipes putredinis,alistipes putredinis,0.0,0.0,0.0,0.0,0.0,42.0,42,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,19
OnlyFemale,LASSO_LogisticRegression,PA_Alistipes shahii,PA,Alistipes shahii,Alistipes shahii,alistipes shahii,0.0,0.0,0.0,0.0,0.0,69.0,69,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,20
OnlyFemale,LASSO_LogisticRegression,PA_Anaerobutyricum hallii,PA,Anaerobutyricum hallii,Anaerobutyricum hallii,anaerobutyricum hallii,0.0,0.0,0.0,0.0,0.0,14.0,14,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,21
OnlyFemale,LASSO_LogisticRegression,PA_Anaerostipes hadrus,PA,Anaerostipes hadrus,Anaerostipes hadrus,anaerostipes hadrus,0.0,0.0,0.0,0.0,0.0,20.6,6,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,22
OnlyFemale,LASSO_LogisticRegression,PA_Anaerotignum lactatifermentans,PA,Anaerotignum lactatifermentans,Anaerotignum lactatifermentans,anaerotignum lactatifermentans,0.0,0.0,0.0,0.0,0.0,109.2,102,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,23
OnlyFemale,LASSO_LogisticRegression,PA_Bacteroides caccae,PA,Bacteroides caccae,Bacteroides caccae,bacteroides caccae,0.0,0.0,0.0,0.0,0.0,115.6,94,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,24
OnlyFemale,LASSO_LogisticRegression,PA_Bacteroides cellulosilyticus,PA,Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,bacteroides cellulosilyticus,0.0,0.0,0.0,0.0,0.0,61.0,61,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,25
OnlyFemale,LASSO_LogisticRegression,PA_Bacteroides eggerthii,PA,Bacteroides eggerthii,Bacteroides eggerthii,bacteroides eggerthii,0.0,0.0,0.0,0.0,0.0,49.0,49,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,26
OnlyFemale,LASSO_LogisticRegression,PA_Bacteroides finegoldii,PA,Bacteroides finegoldii,Bacteroides finegoldii,bacteroides finegoldii,0.0,0.0,0.0,0.0,0.0,100.9,91,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,27
OnlyFemale,LASSO_LogisticRegression,PA_Bacteroides fragilis,PA,Bacteroides fragilis,Bacteroides fragilis,bacteroides fragilis,0.0,0.0,0.0,0.0,0.0,83.1,82,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,28
OnlyFemale,LASSO_LogisticRegression,PA_Bacteroides intestinalis,PA,Bacteroides intestinalis,Bacteroides intestinalis,bacteroides intestinalis,0.0,0.0,0.0,0.0,0.0,79.0,79,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,29
OnlyFemale,LASSO_LogisticRegression,PA_Bacteroides ovatus,PA,Bacteroides ovatus,Bacteroides ovatus,bacteroides ovatus,0.0,0.0,0.0,0.0,0.0,32.6,31,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,30
OnlyFemale,LASSO_LogisticRegression,PA_Bacteroides salyersiae,PA,Bacteroides salyersiae,Bacteroides salyersiae,bacteroides salyersiae,0.0,0.0,0.0,0.0,0.0,104.0,104,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,31
OnlyFemale,LASSO_LogisticRegression,PA_Bacteroides sp. CAG:144,PA,Bacteroides sp. CAG:144,Bacteroides sp. CAG:144,bacteroides sp. cag:144,0.0,0.0,0.0,0.0,0.0,73.0,73,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,32
OnlyFemale,LASSO_LogisticRegression,PA_Bacteroides stercoris,PA,Bacteroides stercoris,Bacteroides stercoris,bacteroides stercoris,0.0,0.0,0.0,0.0,0.0,18.7,5,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,33
OnlyFemale,LASSO_LogisticRegression,PA_Bacteroides thetaiotaomicron,PA,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,bacteroides thetaiotaomicron,0.0,0.0,0.0,0.0,0.0,32.8,32,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,34
OnlyFemale,LASSO_LogisticRegression,PA_Bacteroides uniformis,PA,Bacteroides uniformis,Bacteroides uniformis,bacteroides uniformis,0.0,0.0,0.0,0.0,0.0,16.0,16,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,35
OnlyFemale,LASSO_LogisticRegression,PA_Bacteroides xylanisolvens,PA,Bacteroides xylanisolvens,Bacteroides xylanisolvens,bacteroides xylanisolvens,0.0,0.0,0.0,0.0,0.0,30.0,30,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,36
OnlyFemale,LASSO_LogisticRegression,PA_Barnesiella intestinihominis,PA,Barnesiella intestinihominis,Barnesiella intestinihominis,barnesiella intestinihominis,0.0,0.0,0.0,0.0,0.0,58.0,58,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,37
OnlyFemale,LASSO_LogisticRegression,PA_Bifidobacterium adolescentis,PA,Bifidobacterium adolescentis,Bifidobacterium adolescentis,bifidobacterium adolescentis,0.0,0.0,0.0,0.0,0.0,35.8,35,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,38
OnlyFemale,LASSO_LogisticRegression,PA_Bifidobacterium bifidum,PA,Bifidobacterium bifidum,Bifidobacterium bifidum,bifidobacterium bifidum,0.0,0.0,0.0,0.0,0.0,88.4,83,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,39
OnlyFemale,LASSO_LogisticRegression,PA_Bifidobacterium longum,PA,Bifidobacterium longum,Bifidobacterium longum,bifidobacterium longum,0.0,0.0,0.0,0.0,0.0,35.0,22,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,40
OnlyFemale,LASSO_LogisticRegression,PA_Bifidobacterium pseudocatenulatum,PA,Bifidobacterium pseudocatenulatum,Bifidobacterium pseudocatenulatum,bifidobacterium pseudocatenulatum,0.0,0.0,0.0,0.0,0.0,80.0,80,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,41
OnlyFemale,LASSO_LogisticRegression,PA_Blautia obeum,PA,Blautia obeum,Blautia obeum,blautia obeum,0.0,0.0,0.0,0.0,0.0,28.0,28,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,42
OnlyFemale,LASSO_LogisticRegression,PA_Blautia sp. CAG:257,PA,Blautia sp. CAG:257,Blautia sp. CAG:257,blautia sp. cag:257,0.0,0.0,0.0,0.0,0.0,89.6,84,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,43
OnlyFemale,LASSO_LogisticRegression,PA_Blautia wexlerae,PA,Blautia wexlerae,Blautia wexlerae,blautia wexlerae,0.0,0.0,0.0,0.0,0.0,17.0,17,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,44
OnlyFemale,LASSO_LogisticRegression,PA_Butyricimonas virosa,PA,Butyricimonas virosa,Butyricimonas virosa,butyricimonas virosa,0.0,0.0,0.0,0.0,0.0,72.0,72,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,45
OnlyFemale,LASSO_LogisticRegression,PA_Clostridium sp. CAG:58,PA,Clostridium sp. CAG:58,Clostridium sp. CAG:58,clostridium sp. cag:58,0.0,0.0,0.0,0.0,0.0,77.0,77,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,46
OnlyFemale,LASSO_LogisticRegression,PA_Collinsella aerofaciens,PA,Collinsella aerofaciens,Collinsella aerofaciens,collinsella aerofaciens,0.0,0.0,0.0,0.0,0.0,21.2,21,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,47
OnlyFemale,LASSO_LogisticRegression,PA_Coprobacter fastidiosus,PA,Coprobacter fastidiosus,Coprobacter fastidiosus,coprobacter fastidiosus,0.0,0.0,0.0,0.0,0.0,95.1,91,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,48
OnlyFemale,LASSO_LogisticRegression,PA_Coprococcus catus,PA,Coprococcus catus,Coprococcus catus,coprococcus catus,0.0,0.0,0.0,0.0,0.0,30.3,24,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,49
OnlyFemale,LASSO_LogisticRegression,PA_Coprococcus comes,PA,Coprococcus comes,Coprococcus comes,coprococcus comes,0.0,0.0,0.0,0.0,0.0,12.0,12,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,50
OnlyFemale,LASSO_LogisticRegression,PA_Coprococcus eutactus,PA,Coprococcus eutactus,Coprococcus eutactus,coprococcus eutactus,0.0,0.0,0.0,0.0,0.0,85.0,85,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,51
OnlyFemale,LASSO_LogisticRegression,PA_Desulfovibrio piger,PA,Desulfovibrio piger,Desulfovibrio piger,desulfovibrio piger,0.0,0.0,0.0,0.0,0.0,144.6,119,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,52
OnlyFemale,LASSO_LogisticRegression,PA_Dialister invisus,PA,Dialister invisus,Dialister invisus,dialister invisus,0.0,0.0,0.0,0.0,0.0,93.1,92,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,53
OnlyFemale,LASSO_LogisticRegression,PA_Dorea formicigenerans,PA,Dorea formicigenerans,Dorea formicigenerans,dorea formicigenerans,0.0,0.0,0.0,0.0,0.0,57.4,19,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,54
OnlyFemale,LASSO_LogisticRegression,PA_Dorea longicatena,PA,Dorea longicatena,Dorea longicatena,dorea longicatena,0.0,0.0,0.0,0.0,0.0,9.0,9,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,55
OnlyFemale,LASSO_LogisticRegression,PA_Eggerthella lenta,PA,Eggerthella lenta,Eggerthella lenta,eggerthella lenta,0.0,0.0,0.0,0.0,0.0,70.0,70,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,56
OnlyFemale,LASSO_LogisticRegression,PA_Enterocloster bolteae,PA,Enterocloster bolteae,Enterocloster bolteae,enterocloster bolteae,0.0,0.0,0.0,0.0,0.0,93.4,93,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,57
OnlyFemale,LASSO_LogisticRegression,PA_Erysipelatoclostridium ramosum,PA,Erysipelatoclostridium ramosum,Erysipelatoclostridium ramosum,erysipelatoclostridium ramosum,0.0,0.0,0.0,0.0,0.0,75.0,75,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,58
OnlyFemale,LASSO_LogisticRegression,PA_Escherichia coli,PA,Escherichia coli,Escherichia coli,escherichia coli,0.0,0.0,0.0,0.0,0.0,71.0,71,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,59
OnlyFemale,LASSO_LogisticRegression,PA_Eubacterium ramulus,PA,Eubacterium ramulus,Eubacterium ramulus,eubacterium ramulus,0.0,0.0,0.0,0.0,0.0,34.0,34,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,60
OnlyFemale,LASSO_LogisticRegression,PA_Eubacterium sp. CAG:180,PA,Eubacterium sp. CAG:180,Eubacterium sp. CAG:180,eubacterium sp. cag:180,0.0,0.0,0.0,0.0,0.0,54.0,54,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,61
OnlyFemale,LASSO_LogisticRegression,PA_Eubacterium sp. CAG:251,PA,Eubacterium sp. CAG:251,Eubacterium sp. CAG:251,eubacterium sp. cag:251,0.0,0.0,0.0,0.0,0.0,10.0,10,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,62
OnlyFemale,LASSO_LogisticRegression,PA_Eubacterium sp. CAG:274,PA,Eubacterium sp. CAG:274,Eubacterium sp. CAG:274,eubacterium sp. cag:274,0.0,0.0,0.0,0.0,0.0,36.8,36,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,63
OnlyFemale,LASSO_LogisticRegression,PA_Eubacterium sp. CAG:38,PA,Eubacterium sp. CAG:38,Eubacterium sp. CAG:38,eubacterium sp. cag:38,0.0,0.0,0.0,0.0,0.0,81.0,81,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,64
OnlyFemale,LASSO_LogisticRegression,PA_Eubacterium ventriosum,PA,Eubacterium ventriosum,Eubacterium ventriosum,eubacterium ventriosum,0.0,0.0,0.0,0.0,0.0,37.8,37,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,65
OnlyFemale,LASSO_LogisticRegression,PA_Faecalibacterium prausnitzii,PA,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,faecalibacterium prausnitzii,0.0,0.0,0.0,0.0,0.0,15.0,7,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,66
OnlyFemale,LASSO_LogisticRegression,PA_Firmicutes bacterium CAG:110,PA,Firmicutes bacterium CAG:110,Firmicutes bacterium CAG:110,firmicutes bacterium cag:110,0.0,0.0,0.0,0.0,0.0,64.0,64,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,67
OnlyFemale,LASSO_LogisticRegression,PA_Firmicutes bacterium CAG:145,PA,Firmicutes bacterium CAG:145,Firmicutes bacterium CAG:145,firmicutes bacterium cag:145,0.0,0.0,0.0,0.0,0.0,60.0,60,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,68
OnlyFemale,LASSO_LogisticRegression,PA_Firmicutes bacterium CAG:83,PA,Firmicutes bacterium CAG:83,Firmicutes bacterium CAG:83,firmicutes bacterium cag:83,0.0,0.0,0.0,0.0,0.0,45.0,45,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,69
OnlyFemale,LASSO_LogisticRegression,PA_Fusicatenibacter saccharivorans,PA,Fusicatenibacter saccharivorans,Fusicatenibacter saccharivorans,fusicatenibacter saccharivorans,0.0,0.0,0.0,0.0,0.0,11.0,11,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,70
OnlyFemale,LASSO_LogisticRegression,PA_Gemmiger formicilis,PA,Gemmiger formicilis,Gemmiger formicilis,gemmiger formicilis,0.0,0.0,0.0,0.0,0.0,24.4,18,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,71
OnlyFemale,LASSO_LogisticRegression,PA_Gordonibacter pamelaeae,PA,Gordonibacter pamelaeae,Gordonibacter pamelaeae,gordonibacter pamelaeae,0.0,0.0,0.0,0.0,0.0,53.0,53,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,72
OnlyFemale,LASSO_LogisticRegression,PA_Holdemanella biformis,PA,Holdemanella biformis,Holdemanella biformis,holdemanella biformis,0.0,0.0,0.0,0.0,0.0,15.0,15,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,73
OnlyFemale,LASSO_LogisticRegression,PA_Intestinibacter bartlettii,PA,Intestinibacter bartlettii,Intestinibacter bartlettii,intestinibacter bartlettii,0.0,0.0,0.0,0.0,0.0,74.0,74,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,74
OnlyFemale,LASSO_LogisticRegression,PA_Klebsiella pneumoniae,PA,Klebsiella pneumoniae,Klebsiella pneumoniae,klebsiella pneumoniae,0.0,0.0,0.0,0.0,0.0,106.6,105,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,75
OnlyFemale,LASSO_LogisticRegression,PA_Klebsiella quasipneumoniae,PA,Klebsiella quasipneumoniae,Klebsiella quasipneumoniae,klebsiella quasipneumoniae,0.0,0.0,0.0,0.0,0.0,107.8,107,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,76
OnlyFemale,LASSO_LogisticRegression,PA_Klebsiella variicola,PA,Klebsiella variicola,Klebsiella variicola,klebsiella variicola,0.0,0.0,0.0,0.0,0.0,106.0,106,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,77
OnlyFemale,LASSO_LogisticRegression,PA_Lachnospira eligens,PA,Lachnospira eligens,Lachnospira eligens,lachnospira eligens,0.0,0.0,0.0,0.0,0.0,47.1,47,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,78
OnlyFemale,LASSO_LogisticRegression,PA_Lachnospira pectinoschiza,PA,Lachnospira pectinoschiza,Lachnospira pectinoschiza,lachnospira pectinoschiza,0.0,0.0,0.0,0.0,0.0,96.0,96,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,79
OnlyFemale,LASSO_LogisticRegression,PA_Lawsonibacter asaccharolyticus,PA,Lawsonibacter asaccharolyticus,Lawsonibacter asaccharolyticus,lawsonibacter asaccharolyticus,0.0,0.0,0.0,0.0,0.0,88.0,88,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,80
OnlyFemale,LASSO_LogisticRegression,PA_Megamonas funiformis,PA,Megamonas funiformis,Megamonas funiformis,megamonas funiformis,0.0,0.0,0.0,0.0,0.0,99.0,99,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,81
OnlyFemale,LASSO_LogisticRegression,PA_Methanobrevibacter smithii,PA,Methanobrevibacter smithii,Methanobrevibacter smithii,methanobrevibacter smithii,0.0,0.0,0.0,0.0,0.0,59.0,59,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,82
OnlyFemale,LASSO_LogisticRegression,PA_Odoribacter splanchnicus,PA,Odoribacter splanchnicus,Odoribacter splanchnicus,odoribacter splanchnicus,0.0,0.0,0.0,0.0,0.0,67.0,67,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,83
OnlyFemale,LASSO_LogisticRegression,PA_Oscillibacter sp. 57_20,PA,Oscillibacter sp. 57_20,Oscillibacter sp. 57 20,oscillibacter sp. 57 20,0.0,0.0,0.0,0.0,0.0,39.1,39,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,84
OnlyFemale,LASSO_LogisticRegression,PA_Oscillibacter sp. CAG:241,PA,Oscillibacter sp. CAG:241,Oscillibacter sp. CAG:241,oscillibacter sp. cag:241,0.0,0.0,0.0,0.0,0.0,68.0,68,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,85
OnlyFemale,LASSO_LogisticRegression,PA_Parabacteroides distasonis,PA,Parabacteroides distasonis,Parabacteroides distasonis,parabacteroides distasonis,0.0,0.0,0.0,0.0,0.0,65.0,65,10,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,mixed/zero,86
